Name,ID,Species,Forme,Type1,Type2,Ability1,Ability2,AbilityH,HP,Attack,Defense,SpAttack,SpDefense,Speed,Total,Weight,Height,Dex1,Dex2,Class,%Male,%Female,Pre-Evolution,Egg Group 1,Egg Group 2,Type Concat,Ability Concat,,HP,ATK,DEF,SP_ATK,SP_DEF,SPEED,TOTAL
Snorunt,361,Snorunt,Snorunt,Ice,,Inner Focus,Ice Body,Moody,50,50,50,50,50,50,300,37.0 lbs.,"2'04""",Their numbers seem to have rapidly increased in Alola. Custom has it that houses where Snorunt live will be prosperous for generations to come.,"It can only survive in cold areas. It bounces happily around, even in environments as cold as -150 degrees Fahrenheit.",Snow Hat,0.5,0.5,,Fairy,Mineral,Ice,Inner Focus / Ice Body / Moody*,,25,25,25,25,25,25,150
Glalie,362,Glalie,Glalie,Ice,,Inner Focus,Ice Body,Moody,80,80,80,80,80,80,480,565.5 lbs.,"4'11""","Legend says a boulder on an icy mountain absorbed the distress and regrets of a stranded mountaineer, giving rise to Glalie.","Its prey is instantaneously frozen stiff by the cold air it exhales from its huge mouth. While theyâ€™re in that frozen state, it gobbles them up.",Face,0.5,0.5,Snorunt,Fairy,Mineral,Ice,Inner Focus / Ice Body / Moody*,,40,40,40,40,40,40,240
Spheal,363,Spheal,Spheal,Ice,Water,Thick Fat,Ice Body,Oblivious,70,40,50,55,50,25,290,87.1 lbs.,"2'07""",,,Clap,0.5,0.5,,Water 1,Field,Ice / Water,Thick Fat / Ice Body / Oblivious*,,35,20,25,28,25,13,145
Sealeo,364,Sealeo,Sealeo,Ice,Water,Thick Fat,Ice Body,Oblivious,90,60,70,75,70,45,410,193.1 lbs.,"3'07""",,,Ball Roll,0.5,0.5,Spheal,Water 1,Field,Ice / Water,Thick Fat / Ice Body / Oblivious*,,45,30,35,38,35,23,205
Walrein,365,Walrein,Walrein,Ice,Water,Thick Fat,Ice Body,Oblivious,110,80,90,95,90,65,530,332.0 lbs.,"4'07""",,,Ice Break,0.5,0.5,Sealeo,Water 1,Field,Ice / Water,Thick Fat / Ice Body / Oblivious*,,55,40,45,48,45,33,265
Clamperl,366,Clamperl,Clamperl,Water,,Shell Armor,,Rattled,35,64,85,74,55,32,345,115.7 lbs.,"1'04""",,,Bivalve,0.5,0.5,,Water 1,,Water,Shell Armor / Rattled*,,18,32,43,37,28,16,173
Huntail,367,Huntail,Huntail,Water,,Swift Swim,,Water Veil,55,104,105,94,75,52,485,59.5 lbs.,"5'07""",,,Deep Sea,0.5,0.5,Clamperl,Water 1,,Water,Swift Swim / Water Veil*,,28,52,53,47,38,26,243
Gorebyss,368,Gorebyss,Gorebyss,Water,,Swift Swim,,Hydration,55,84,105,114,75,52,485,49.8 lbs.,"5'11""",,,South Sea,0.5,0.5,Clamperl,Water 1,,Water,Swift Swim / Hydration*,,28,42,53,57,38,26,243
Relicanth,369,Relicanth,Relicanth,Water,Rock,Swift Swim,Rock Head,Sturdy,100,90,130,45,65,55,485,51.6 lbs.,"3'03""","Its has remained the same for one hundred million years. Its body is filled with fat, so it can withstand the water pressure of the deep sea.","It was fortuitously discovered during a deep sea expedition. Its teeth have atrophied, so it now survives on microscopic organisms it sucks up.",Longevity,0.5,0.5,,Water 1,Water 2,Water / Rock,Swift Swim / Rock Head / Sturdy*,,50,45,65,23,33,28,243
Luvdisc,370,Luvdisc,Luvdisc,Water,,Swift Swim,,Hydration,43,30,55,40,65,97,330,19.2 lbs.,"2'00""","If a Luvdisc is left on its own, it becomes despondent, leaving itself open to attack. That is when Pelipper snatch them up.","Loving couples have a soft spot for this PokÃ©mon, so honeymoon hotels often release this PokÃ©mon into their pools.",Rendezvous,0.25,0.75,,Water 2,,Water,Swift Swim / Hydration*,,22,15,28,20,33,49,165
Bagon,371,Bagon,Bagon,Dragon,,Rock Head,,Sheer Force,45,75,60,40,30,50,300,92.8 lbs.,"2'00""",Its belief that it will be able to fly one day is apparently the influence of information carried in its genes.,"With its steel-hard stone head, it headbutts indiscriminately. This is because of the stress it feels at being unable to fly.",Rock Head,0.5,0.5,,Dragon,,Dragon,Rock Head / Sheer Force*,,23,38,30,20,15,25,150
Shelgon,372,Shelgon,Shelgon,Dragon,,Rock Head,,Overcoat,65,95,100,60,50,50,420,243.6 lbs.,"3'07""","The cells within its shell transform with explosive speed, preparing it for evolution.","They lurk deep within cavesâ€”motionless, neither eating nor drinking. Why they donâ€™t die is not known.",Endurance,0.5,0.5,Bagon,Dragon,,Dragon,Rock Head / Overcoat*,,33,48,50,30,25,25,210
Salamence,373,Salamence,Salamence,Dragon,Flying,Intimidate,,Moxie,95,135,80,110,80,100,600,226.2 lbs.,"4'11""","When angered, it loses all sense of itself and destroys everything around it. The destruction will continue until Salamence has tired itself out.","It flies around on its wings, which have grown in at last. In its happiness, it gushes hot flames, burning up the fields it passes over.",Dragon,0.5,0.5,Shelgon,Dragon,,Dragon / Flying,Intimidate / Moxie*,,48,68,40,55,40,50,300
Beldum,374,Beldum,Beldum,Steel,Psychic,Clear Body,,Light Metal,40,55,80,35,60,30,300,209.9 lbs.,"2'00""",Its cells are all magnets. It uses magnetism to communicate with others of its kind.,"With magnetic traction, it pulls its opponents in close. When theyâ€™re in range, it slashes them with its rear claws.",Iron Ball,,,,Mineral,,Steel / Psychic,Clear Body / Light Metal*,,20,28,40,18,30,15,150
Metang,375,Metang,Metang,Steel,Psychic,Clear Body,,Light Metal,60,75,100,55,80,50,420,446.4 lbs.,"3'11""","When two Beldum link together, their psychic power is doubled. Their intelligence, however, remains unchanged.","It adores magnetic minerals, so it pursues Nosepass at speeds exceeding 60 mph.",Iron Claw,,,Beldum,Mineral,,Steel / Psychic,Clear Body / Light Metal*,,30,38,50,28,40,25,210
Metagross,376,Metagross,Metagross,Steel,Psychic,Clear Body,,Light Metal,80,135,130,95,90,70,600,1212.5 lbs.,"5'03""",It firmly pins its prey using its four claws and large body. Then the teeth in the mouth on its stomach chew the prey to bits.,"A linkage of two Metang, this PokÃ©mon can perform any calculation in a flash by utilizing parallel processing in its four brains.",Iron Leg,,,Metang,Mineral,,Steel / Psychic,Clear Body / Light Metal*,,40,68,65,48,45,35,300
Regirock,377,Regirock,Regirock,Rock,,Clear Body,,Sturdy,80,100,200,50,100,50,580,507.1 lbs.,"5'07""",,,Rock Peak,,,,Undiscovered,,Rock,Clear Body / Sturdy*,,40,50,100,25,50,25,290
Regice,378,Regice,Regice,Ice,,Clear Body,,Ice Body,80,50,100,100,200,50,580,385.8 lbs.,"5'11""",,,Iceberg,,,,Undiscovered,,Ice,Clear Body / Ice Body*,,40,25,50,50,100,25,290
Registeel,379,Registeel,Registeel,Steel,,Clear Body,,Light Metal,80,75,150,75,150,50,580,451.9 lbs.,"6'03""",,,Iron,,,,Undiscovered,,Steel,Clear Body / Light Metal*,,40,38,75,38,75,25,290
Latias,380,Latias,Latias,Dragon,Psychic,Levitate,,,80,80,90,110,130,110,600,88.2 lbs.,"4'07""",,,Eon,0,1,,Undiscovered,,Dragon / Psychic,Levitate,,40,40,45,55,65,55,300
Latios,381,Latios,Latios,Dragon,Psychic,Levitate,,,80,90,80,130,110,110,600,132.3 lbs.,"6'07""",,,Eon,1,0,,Undiscovered,,Dragon / Psychic,Levitate,,40,45,40,65,55,55,300
Kyogre,382,Kyogre,Kyogre,Water,,Drizzle,,,100,100,90,150,140,90,670,776.0 lbs.,"14'09""",,,Sea Basin,,,,Undiscovered,,Water,Drizzle,,50,50,45,75,70,45,335
Groudon,383,Groudon,Groudon,Ground,,Drought,,,100,150,140,100,90,90,670,2094.4 lbs.,"11'06""",,,Continent,,,,Undiscovered,,Ground,Drought,,50,75,70,50,45,45,335
Rayquaza,384,Rayquaza,Rayquaza,Dragon,Flying,Air Lock,,,105,150,90,150,90,95,680,455.2 lbs.,"23'00""",,,Sky High,,,,Undiscovered,,Dragon / Flying,Air Lock,,53,75,45,75,45,48,340
Jirachi,385,Jirachi,Jirachi,Steel,Psychic,Serene Grace,,,100,100,100,100,100,100,600,2.4 lbs.,"1'00""",,,Wish,,,,Undiscovered,,Steel / Psychic,Serene Grace,,50,50,50,50,50,50,300
Deoxys,386,Deoxys,Deoxys-Normale,Psychic,,Pressure,,,50,150,50,150,50,150,600,134.0 lbs.,"5'07""",,,DNA,,,,Undiscovered,,Psychic,Pressure,,25,75,25,75,25,75,300
Turtwig,387,Turtwig,Turtwig,Grass,,Overgrow,,Shell Armor,55,68,64,45,55,31,318,22.5 lbs.,"1'04""",,,Tiny Leaf,0.875,0.125,,Monster,Grass,Grass,Overgrow / Shell Armor*,,28,34,32,23,28,16,159
Grotle,388,Grotle,Grotle,Grass,,Overgrow,,Shell Armor,75,89,85,55,65,36,405,213.8 lbs.,"3'07""",,,Grove,0.875,0.125,Turtwig,Monster,Grass,Grass,Overgrow / Shell Armor*,,38,45,43,28,33,18,203
Torterra,389,Torterra,Torterra,Grass,Ground,Overgrow,,Shell Armor,95,109,105,75,85,56,525,683.4 lbs.,"7'03""",,,Continent,0.875,0.125,Grotle,Monster,Grass,Grass / Ground,Overgrow / Shell Armor*,,48,55,53,38,43,28,263
Chimchar,390,Chimchar,Chimchar,Fire,,Blaze,,Iron Fist,44,58,44,58,44,61,309,13.7 lbs.,"1'08""",,,Chimp,0.875,0.125,,Field,Human-Like,Fire,Blaze / Iron Fist*,,22,29,22,29,22,31,155
Monferno,391,Monferno,Monferno,Fire,Fighting,Blaze,,Iron Fist,64,78,52,78,52,81,405,48.5 lbs.,"2'11""",,,Playful,0.875,0.125,Chimchar,Field,Human-Like,Fire / Fighting,Blaze / Iron Fist*,,32,39,26,39,26,41,203
Infernape,392,Infernape,Infernape,Fire,Fighting,Blaze,,Iron Fist,76,104,71,104,71,108,534,121.3 lbs.,"3'11""",,,Flame,0.875,0.125,Monferno,Field,Human-Like,Fire / Fighting,Blaze / Iron Fist*,,38,52,36,52,36,54,267
Piplup,393,Piplup,Piplup,Water,,Torrent,,Defiant,53,51,53,61,56,40,314,11.5 lbs.,"1'04""",,,Penguin,0.875,0.125,,Water 1,Field,Water,Torrent / Defiant*,,27,26,27,31,28,20,157
Prinplup,394,Prinplup,Prinplup,Water,,Torrent,,Defiant,64,66,68,81,76,50,405,50.7 lbs.,"2'07""",,,Penguin,0.875,0.125,Piplup,Water 1,Field,Water,Torrent / Defiant*,,32,33,34,41,38,25,203
Empoleon,395,Empoleon,Empoleon,Water,Steel,Torrent,,Defiant,84,86,88,111,101,60,530,186.3 lbs.,"5'07""",,,Emperor,0.875,0.125,Prinplup,Water 1,Field,Water / Steel,Torrent / Defiant*,,42,43,44,56,51,30,265
Starly,396,Starly,Starly,Normal,Flying,Keen Eye,,Reckless,40,55,30,30,30,60,245,4.4 lbs.,"1'00""",,,Starling,0.5,0.5,,Flying,,Normal / Flying,Keen Eye / Reckless*,,20,28,15,15,15,30,123
Staravia,397,Staravia,Staravia,Normal,Flying,Intimidate,,Reckless,55,75,50,40,40,80,340,34.2 lbs.,"2'00""",,,Starling,0.5,0.5,Starly,Flying,,Normal / Flying,Intimidate / Reckless*,,28,38,25,20,20,40,170
Staraptor,398,Staraptor,Staraptor,Normal,Flying,Intimidate,,Reckless,85,120,70,50,60,100,485,54.9 lbs.,"3'11""",,,Predator,0.5,0.5,Staravia,Flying,,Normal / Flying,Intimidate / Reckless*,,43,60,35,25,30,50,243
Bidoof,399,Bidoof,Bidoof,Normal,,Simple,Unaware,Moody,59,45,40,35,40,31,250,44.1 lbs.,"1'08""",,,Plump Mouse,0.5,0.5,,Water 1,Field,Normal,Simple / Unaware / Moody*,,30,23,20,18,20,16,125
Bibarel,400,Bibarel,Bibarel,Normal,Water,Simple,Unaware,Moody,79,85,60,55,60,71,410,69.4 lbs.,"3'03""",,,Beaver,0.5,0.5,Bidoof,Water 1,Field,Normal / Water,Simple / Unaware / Moody*,,40,43,30,28,30,36,205
Kricketot,401,Kricketot,Kricketot,Bug,,Shed Skin,,Run Away,37,25,41,25,41,25,194,4.9 lbs.,"1'00""",,,Cricket,0.5,0.5,,Bug,,Bug,Shed Skin / Run Away*,,19,13,21,13,21,13,97
Kricketune,402,Kricketune,Kricketune,Bug,,Swarm,,Technician,77,85,51,55,51,65,384,56.2 lbs.,"3'03""",,,Cricket,0.5,0.5,Kricketot,Bug,,Bug,Swarm / Technician*,,39,43,26,28,26,33,192
Shinx,403,Shinx,Shinx,Electric,,Rivalry,Intimidate,Guts,45,65,34,40,34,45,263,20.9 lbs.,"1'08""",,,Flash,0.5,0.5,,Field,,Electric,Rivalry / Intimidate / Guts*,,23,33,17,20,17,23,132
Luxio,404,Luxio,Luxio,Electric,,Rivalry,Intimidate,Guts,60,85,49,60,49,60,363,67.2 lbs.,"2'11""",,,Spark,0.5,0.5,Shinx,Field,,Electric,Rivalry / Intimidate / Guts*,,30,43,25,30,25,30,182
Luxray,405,Luxray,Luxray,Electric,,Rivalry,Intimidate,Guts,80,120,79,95,79,70,523,92.6 lbs.,"4'07""",,,Gleam Eyes,0.5,0.5,Luxio,Field,,Electric,Rivalry / Intimidate / Guts*,,40,60,40,48,40,35,262
Budew,406,Budew,Budew,Grass,Poison,Mold Breaker,,Sheer Force,40,30,35,50,70,55,280,2.6 lbs.,"0'08""",,,Bud,0.5,0.5,,Undiscovered,,Grass / Poison,Mold Breaker / Sheer Force*,,20,15,18,25,35,28,140
Roserade,407,Roserade,Roserade,Grass,Poison,Mold Breaker,,Sheer Force,60,70,65,125,105,90,515,32.0 lbs.,"2'11""",,,Bouquet,0.5,0.5,Roselia,Fairy,Grass,Grass / Poison,Mold Breaker / Sheer Force*,,30,35,33,63,53,45,258
Cranidos,408,Cranidos,Cranidos,Rock,,Sturdy,,Soundproof,67,125,40,30,30,58,350,69.4 lbs.,"2'11""",It lived in jungles around a hundred million years ago. It used its skillful headbutts to combat Aerodactyl.,"In rock layers where Cranidos fossils are found, the fossilized trunks of trees snapped in two are also often found.",Head Butt,0.875,0.125,,Monster,,Rock,Sturdy / Soundproof*,,34,63,20,15,15,29,175
Rampardos,409,Rampardos,Rampardos,Rock,,Sturdy,,Soundproof,97,165,60,65,50,58,495,226.0 lbs.,"5'03""","The result of repeated headbutts is a skull grown thick and hard. However, its brain has shrunk in size compared with Cranidosâ€™s.",Records exist of a revived fossil that evolved into Rampardos. It proceeded to escape and then destroy a skyscraper with a headbutt.,Head Butt,0.875,0.125,Cranidos,Monster,,Rock,Sturdy / Soundproof*,,49,83,30,33,25,29,248
Shieldon,410,Shieldon,Shieldon,Rock,Steel,Shed Skin,,Overcoat,30,42,118,42,88,30,350,125.7 lbs.,"1'08""","Many fossils of this PokÃ©mon have been found, but almost none have shown signs of damage to the face.","This PokÃ©mon lived in primeval jungles. Few enemies would have been willing to square off against its heavily armored face, so itâ€™s thought.",Shield,0.875,0.125,,Monster,,Rock / Steel,Shed Skin / Overcoat*,,15,21,59,21,44,15,175
Bastiodon,411,Bastiodon,Bastiodon,Rock,Steel,Shed Skin,,Overcoat,60,52,168,47,138,30,495,329.6 lbs.,"4'03""","While it can guard against any sort of attack from the front, it is left without recourse when attacked from behind.",It lived in the same environments as Rampardos. Their fossils have been found togetherâ€” seemingly from after theyâ€™d fought to the finish.,Shield,0.875,0.125,Shieldon,Monster,,Rock / Steel,Shed Skin / Overcoat*,,30,26,84,24,69,15,248
Burmy,412,Burmy,Burmy-Plant Cloak,Bug,,Shed Skin,,Overcoat,40,29,45,29,45,36,224,7.5 lbs.,"0'08""",,,Bagworm,0.5,0.5,,Bug,,Bug,Shed Skin / Overcoat*,,20,15,23,15,23,18,112
Wormadam,413,Wormadam,Wormadam-Plant Cloak,Bug,Grass,Anticipation,,Overcoat,60,59,85,79,105,36,424,14.3 lbs.,"1'08""",,,Bagworm,0,1,Burmy,Bug,,Bug / Grass,Anticipation / Overcoat*,,30,30,43,40,53,18,212
Mothim,414,Mothim,Mothim,Bug,Flying,Swarm,,Tinted Lens,70,94,50,94,50,66,424,51.4 lbs.,"2'11""",,,Moth,1,0,Burmy,Bug,,Bug / Flying,Swarm / Tinted Lens*,,35,47,25,47,25,33,212
Combee,415,Combee,Combee,Bug,Flying,Honey Gather,,Hustle,30,30,42,30,42,70,244,12.1 lbs.,"1'00""",,,Tiny Bee,0.875,0.125,,Bug,,Bug / Flying,Honey Gather / Hustle*,,15,15,21,15,21,35,122
Vespiquen,416,Vespiquen,Vespiquen,Bug,Flying,Pressure,,Unnerve,70,80,102,80,102,40,474,84.9 lbs.,"3'11""",,,Beehive,0,1,Combee,Bug,,Bug / Flying,Pressure / Unnerve*,,35,40,51,40,51,20,237
Pachirisu,417,Pachirisu,Pachirisu,Electric,,Run Away,Pickup,Volt Absorb,60,45,70,45,90,95,405,8.6 lbs.,"1'04""",,,EleSquirrel,0.5,0.5,,Field,Fairy,Electric,Run Away / Pickup / Volt Absorb*,,30,23,35,23,45,48,203
Buizel,418,Buizel,Buizel,Water,,Swift Swim,,Water Veil,55,65,35,60,30,85,330,65.0 lbs.,"2'04""",,,Sea Weasel,0.5,0.5,,Water 1,Field,Water,Swift Swim / Water Veil*,,28,33,18,30,15,43,165
Floatzel,419,Floatzel,Floatzel,Water,,Swift Swim,,Water Veil,85,105,55,85,50,115,495,73.9 lbs.,"3'07""",,,Sea Weasel,0.5,0.5,Buizel,Water 1,Field,Water,Swift Swim / Water Veil*,,43,53,28,43,25,58,248
Cherubi,420,Cherubi,Cherubi,Grass,,Chlorophyll,,,45,35,45,62,53,35,275,7.3 lbs.,"1'04""",,,Cherry,0.5,0.5,,Fairy,Grass,Grass,Chlorophyll,,23,18,23,31,27,18,138
Cherrim,421,Cherrim,Cherrim-Overcast,Grass,,Flower Gift,,,70,60,70,87,78,85,450,20.5 lbs.,"1'08""",,,Blossom,0.5,0.5,Cherubi,Fairy,Grass,Grass,Flower Gift,,35,30,35,44,39,43,225
Shellos,422,Shellos,Shellos-West Sea,Water,,Sticky Hold,Storm Drain,Sand Force,76,48,48,57,62,34,325,13.9 lbs.,"1'00""","For the most part, it makes its home along the seashore. Its color and differ according to its habitat and the quality of its food.","Purple mucus sticks to the hands of anyone who touches it. Take care, as the substance is troublesome to wash off.",Sea Slug,0.5,0.5,,Water 1,Amorphous,Water,Sticky Hold / Storm Drain / Sand Force*,,38,24,24,29,31,17,163
Gastrodon,423,Gastrodon,Gastrodon-West Sea,Water,Ground,Sticky Hold,Storm Drain,Sand Force,111,83,68,92,82,39,475,65.9 lbs.,"2'11""","It has strong regenerative capabilities. Even if parts of it are bitten off by fish PokÃ©mon, it will return to normal within a few hours.","Plankton, invisible to the naked eye, is its main food source. It comes onto the land periodically, but the reason for this is not known.",Sea Slug,0.5,0.5,Shellos,Water 1,Amorphous,Water / Ground,Sticky Hold / Storm Drain / Sand Force*,,56,42,34,46,41,20,238
Ambipom,424,Ambipom,Ambipom,Normal,,Technician,Pickup,Skill Link,75,100,66,60,66,115,482,44.8 lbs.,"3'11""",,,Long Tail,0.5,0.5,Aipom,Field,,Normal,Technician / Pickup / Skill Link*,,38,50,33,30,33,58,241
Drifloon,425,Drifloon,Drifloon,Ghost,Flying,Aftermath,Unburden,Flare Boost,90,50,34,60,44,70,348,2.6 lbs.,"1'04""",Stories go that it grabs the hands of small children and drags them away to the afterlife. It dislikes heavy children.,"If for some reason its body bursts, its soul spills out with a screaming sound.",Balloon,0.5,0.5,,Amorphous,,Ghost / Flying,Aftermath / Unburden / Flare Boost*,,45,25,17,30,22,35,174
Drifblim,426,Drifblim,Drifblim,Ghost,Flying,Aftermath,Unburden,Flare Boost,150,80,44,90,54,80,498,33.1 lbs.,"3'11""","There was once an incident in which a man took a trip riding a Drifblim, only to go missing.","Even while under careful observation, large flocks of Drifblim flying at dusk will inexplicably disappear from view.",Blimp,0.5,0.5,Drifloon,Amorphous,,Ghost / Flying,Aftermath / Unburden / Flare Boost*,,75,40,22,45,27,40,249
Buneary,427,Buneary,Buneary,Normal,,Run Away,Klutz,Limber,55,66,44,44,56,85,350,12.1 lbs.,"1'04""",,,Rabbit,0.5,0.5,,Field,Human-Like,Normal,Run Away / Klutz / Limber*,,28,33,22,22,28,43,175
Lopunny,428,Lopunny,Lopunny,Normal,,Cute Charm,Klutz,Limber,65,76,84,54,96,105,480,73.4 lbs.,"3'11""",,,Rabbit,0.5,0.5,Buneary,Field,Human-Like,Normal,Cute Charm / Klutz / Limber*,,33,38,42,27,48,53,240
Mismagius,429,Mismagius,Mismagius,Ghost,,Levitate,,,60,60,60,105,105,105,495,9.7 lbs.,"2'11""","It appears as if from nowhereâ€”muttering incantations, placing curses, and giving people terrifying visions.","Mismagius have been known to cast spells to make people fall in love, so some people search for this PokÃ©mon as if their life depended on it.",Magical,0.5,0.5,Misdreavus,Amorphous,,Ghost,Levitate,,30,30,30,53,53,53,248
Honchkrow,430,Honchkrow,Honchkrow,Dark,Flying,Insomnia,Super Luck,Moxie,100,125,52,105,52,71,505,60.2 lbs.,"2'11""","A single cry from this nocturnal PokÃ©mon, and more than a hundred of its Murkrow cronies will assemble.","If its Murkrow cronies fail to catch food for it, or if it feels they have betrayed it, it will hunt them down wherever they are and punish them.",Big Boss,0.5,0.5,Murkrow,Flying,,Dark / Flying,Insomnia / Super Luck / Moxie*,,50,63,26,53,26,36,253
Glameow,431,Glameow,Glameow,Normal,,Limber,Own Tempo,Keen Eye,49,55,42,42,37,85,310,8.6 lbs.,"1'08""",,,Catty,0.25,0.75,,Field,,Normal,Limber / Own Tempo / Keen Eye*,,25,28,21,21,19,43,155
Purugly,432,Purugly,Purugly,Normal,,Thick Fat,Own Tempo,Defiant,71,82,64,64,59,112,452,96.6 lbs.,"3'03""",,,Tiger Cat,0.25,0.75,Glameow,Field,,Normal,Thick Fat / Own Tempo / Defiant*,,36,41,32,32,30,56,226
Chingling,433,Chingling,Chingling,Psychic,,Levitate,,,45,30,50,65,50,45,285,1.3 lbs.,"0'08""",,,Bell,0.5,0.5,,Undiscovered,,Psychic,Levitate,,23,15,25,33,25,23,143
Stunky,434,Stunky,Stunky,Poison,Dark,Stench,Aftermath,Keen Eye,63,63,47,41,41,74,329,42.3 lbs.,"1'04""",,,Skunk,0.5,0.5,,Field,,Poison / Dark,Stench / Aftermath / Keen Eye*,,32,32,24,21,21,37,165
Skuntank,435,Skuntank,Skuntank,Poison,Dark,Stench,Aftermath,Keen Eye,103,93,67,71,61,84,479,83.8 lbs.,"3'03""",,,Skunk,0.5,0.5,Stunky,Field,,Poison / Dark,Stench / Aftermath / Keen Eye*,,52,47,34,36,31,42,240
Bronzor,436,Bronzor,Bronzor,Steel,Psychic,Levitate,Heatproof,Heavy Metal,57,24,86,24,86,23,300,133.4 lbs.,"1'08""",,,Bronze,,,,Mineral,,Steel / Psychic,Levitate / Heatproof / Heavy Metal*,,29,12,43,12,43,12,150
Bronzong,437,Bronzong,Bronzong,Steel,Psychic,Levitate,Heatproof,Heavy Metal,67,89,116,79,116,33,500,412.3 lbs.,"4'03""",,,Bronze Bell,,,Bronzor,Mineral,,Steel / Psychic,Levitate / Heatproof / Heavy Metal*,,34,45,58,40,58,17,250
Bonsly,438,Bonsly,Bonsly,Rock,,Sturdy,Rock Head,Rattled,50,80,95,10,45,10,290,33.1 lbs.,"1'08""","It does not deal well with water, so it lives in dry locales. Since its surroundings tend to lack greenery, it stands out noticeably.","From its eyes, it can expel excess moisture from its body. This liquid is similar in composition to human sweat.",Bonsai,0.5,0.5,,Undiscovered,,Rock,Sturdy / Rock Head / Rattled*,,25,40,48,5,23,5,145
Mime_Jr.,439,Mime Jr.,Mime Jr.,Psychic,Fairy,Soundproof,Filter,Technician,20,25,45,70,90,60,310,28.7 lbs.,"2'00""",,,Mime,0.5,0.5,,Undiscovered,,Psychic / Fairy,Soundproof / Filter / Technician*,,10,13,23,35,45,30,155
Happiny,440,Happiny,Happiny,Normal,,Natural Cure,Serene Grace,Friend Guard,100,5,5,15,65,30,220,53.8 lbs.,"2'00""","It carries a round white rock in its belly pouch. If it gets along well with someone, it will sometimes give that person the rock.","Itâ€™s too small to lay eggs yet. As a surrogate, it searches out round white stones.",Playhouse,0,1,,Undiscovered,,Normal,Natural Cure / Serene Grace / Friend Guard*,,50,3,3,8,33,15,110
Chatot,441,Chatot,Chatot,Normal,Flying,Keen Eye,Tangled Feet,Big Pecks,76,65,45,92,42,91,411,4.2 lbs.,"1'08""",,,Music Note,0.5,0.5,,Flying,,Normal / Flying,Keen Eye / Tangled Feet / Big Pecks*,,38,33,23,46,21,46,206
Spiritomb,442,Spiritomb,Spiritomb,Ghost,,Pressure,,Infiltrator,50,92,108,92,108,35,485,238.1 lbs.,"3'03""",,,Forbidden,0.5,0.5,,Amorphous,,Ghost,Pressure / Infiltrator*,,25,46,54,46,54,18,243
